industry,name,d2018,d2017,d2016
情報・通信,テクノクオーツ(株)【5217】,1419,1648,1131
小売業,浅香工業(株)【5962】,,,
不動産業,横浜魚類(株)【7443】,,,
化学,東北特殊鋼(株)【5484】,1946,2190,2547
情報・通信,(株)要興業【6566】,806,1023,1142
小売業,リックス(株)【7525】,2577,2861,2287
倉庫・運輸関連業,東海ソフト(株)【4430】,,,
情報・通信,ソフトブレーン(株)【4779】,1166,1233,949
情報・通信,スターティアホールディングス(株)【3393】,732,517,358
卸売業,(株)メディアシーク【4824】,-128,-173,-14
金属製品,(株)ストライク【6196】,,,
小売業,(株)夢真ホールディングス【2362】,4719,5186,2361
サービス業,大成(株)【4649】,284,479,292
電気機器,中野冷機(株)【6411】,2200,2230,2717
建設業,(株)ジェイテックコーポレーション【3446】,,,
情報・通信,ケイアイスター不動産(株)【3465】,6425,5950,5298
情報・通信,(株)岡山製紙【3892】,,,
小売業,東北化学薬品(株)【7446】,283,292,202
サービス業,堺商事(株)【9967】,648,664,417
情報・通信,川崎地質(株)【4673】,,,
化学,知多鋼業(株)【5993】,1050,1222,1266
不動産業,ポート(株)【7047】,,,
サービス業,(株)ＪＢイレブン【3066】,51,120,103
情報・通信,ミタチ産業(株)【3321】,759,1313,1407
サービス業,プリントネット(株)【7805】,,,
機械,(株)大森屋【2917】,361,448,205
陸運業,(株)サンセイランディック【3277】,1860,1765,1762
機械,(株)ステムリム【4599】,,,
情報・通信,阪神内燃機工業(株)【6018】,,,
機械,(株)エス・ディー・エス　バイオテック【4952】,,,
情報・通信,(株)電業社機械製作所【6365】,1725,1714,1507
食料品,(株)アテクト【4241】,157,209,160
情報・通信,(株)ゼネラル・オイスター【3224】,-146,-21,-160
金属製品,(株)トリケミカル研究所【4369】,2326,2153,
サービス業,(株)ランシステム【3326】,-83,194,97
不動産業,竹本容器(株)【4248】,1538,1630,1412
食料品,鈴与シンワート(株)【9360】,322,74,202
卸売業,フェスタリアホールディングス(株)【2736】,145,57,311
倉庫・運輸関連業,(株)オーシャンシステム【3096】,1278,1006,910
サービス業,(株)ヤマウ【5284】,1142,855,501
情報・通信,サイジニア(株)【6031】,-101,,
機械,サイジニア(株)【6031】,-101,,
繊維製品,太洋工業(株)【6663】,-113,122,-29
情報・通信,オーエス(株)【9637】,892,799,644
サービス業,(株)フィスコ【3807】,-586,-788,7
化学,光ビジネスフォーム(株)【3948】,,,
建設業,アシードホールディングス(株)【9959】,558,670,556
卸売業,日本サード・パーティ(株)【2488】,470,238,251
サービス業,プラマテルズ(株)【2714】,1132,1233,1200
電気機器,(株)キムラ【7461】,1590,1479,953
情報・通信,(株)サイバーリンクス【3683】,449,,
建設業,(株)トゥエンティーフォーセブン【7074】,,,
サービス業,(株)フィル・カンパニー【3267】,1096,637,296
サービス業,(株)シーズメン【3083】,,,
ガラス・土石製品,(株)ワールドホールディングス【2429】,4730,7370,7064
卸売業,ＵＵＵＭ(株)【3990】,993,1247,716
情報・通信,第一稀元素化学工業(株)【4082】,3110,4218,4632
輸送用機器,(株)ヤガミ【7488】,1048,1050,1224
水産・農林業,平安レイサービス(株)【2344】,1758,1987,1863
繊維製品,(株)宇野澤組鐵工所【6396】,,,
化学,クリヤマホールディングス(株)【3355】,3114,2128,2004
情報・通信,(株)エックスネット【4762】,,,
サービス業,(株)トスネット【4754】,958,818,815
その他金融業,(株)ＩＧポート【3791】,282,-307,310
小売業,ジャパンベストレスキューシステム(株)【2453】,1638,1430,889
サービス業,(株)ＪＭＣ【5704】,,,
情報・通信,パシフィックシステム(株)【3847】,815,773,670
ガラス・土石製品,(株)ギフト【9279】,1006,775,627
情報・通信,(株)毎日コムネット【8908】,2261,2033,1768
電気機器,ＭＩＣＳ化学(株)【7899】,48,80,92
海運業,(株)アズジェント【4288】,,,
機械,(株)銀座ルノアール【9853】,414,465,327
医薬品,櫻島埠頭(株)【9353】,224,43,63
金属製品,(株)エルテス【3967】,186,38,71
機械,(株)キューブシステム【2335】,959,921,855
機械,(株)ビューティガレージ【3180】,730,628,648
サービス業,サンコーテクノ(株)【3435】,1508,1317,1159
電気機器,(株)トーエル【3361】,1421,1627,1751
不動産業,日本パレットプール(株)【4690】,,,
小売業,ＳＥＭＩＴＥＣ(株)【6626】,1089,1222,971
サービス業,美樹工業(株)【1718】,1344,1320,1896
情報・通信,(株)チームスピリット【4397】,,,
卸売業,(株)ディー・ディー・エス【3782】,-164,61,-233
化学,(株)ＮＡＴＴＹ　ＳＷＡＮＫＹ【7674】,,,
サービス業,ＧＭＯメディア(株)【6180】,,,
情報・通信,(株)ジーダット【3841】,,,
精密機器,(株)アジュバンコスメジャパン【4929】,-184,169,500
情報・通信,穴吹興産(株)【8928】,5744,6099,5505
証券業,(株)ミダック【6564】,1495,1098,883
サービス業,ゲンダイエージェンシー(株)【2411】,460,704,743
情報・通信,(株)サイネックス【2376】,582,384,513
サービス業,(株)太平製作所【6342】,661,1007,821
その他製品,秩父鉄道(株)【9012】,217,73,256
その他製品,(株)妙徳【6265】,214,409,446
不動産業,(株)サカイホールディングス【9446】,981,866,725
医薬品,木村工機(株)【6231】,,,
その他金融業,(株)Ｕｂｉｃｏｍホールディングス【3937】,707,564,322
情報・通信,(株)ピックルスコーポレーション【2925】,1871,1409,1131
機械,(株)ＮＴＴデータイントラマート【3850】,720,686,626
その他製品,日本製罐(株)【5905】,41,61,56
化学,(株)イオレ【2334】,,,
機械,(株)エストラスト【3280】,720,1411,1160
サービス業,Ｂ−Ｒ　サーティワン　アイスクリーム(株)【2268】,,,
情報・通信,清和中央ホールディングス(株)【7531】,805,1221,1363
その他製品,トレーディア(株)【9365】,11,104,121
機械,(株)フュートレック【2468】,10,-28,-276
その他製品,旭情報サービス(株)【9799】,,,
小売業,ヒーハイスト(株)【6433】,-21,177,225
輸送用機器,新内外綿(株)【3125】,-85,,-25
サービス業,(株)バリューデザイン【3960】,137,-65,79
サービス業,(株)Ｎ・フィールド【6077】,,,
サービス業,大伸化学(株)【4629】,,,
金属製品,ファーストコーポレーション(株)【1430】,,,
サービス業,アルファグループ(株)【3322】,455,340,243
情報・通信,(株)オリエンタルコンサルタンツホールディングス【2498】,2424,1985,1434
不動産業,(株)日本抵抗器製作所【6977】,150,343,242
鉄鋼,(株)トーシンホールディングス【9444】,268,354,478
機械,(株)ソネック【1768】,806,857,797
情報・通信,ウィルソン・ラーニング　ワールドワイド(株)【9610】,-486,6,245
サービス業,(株)ニッパンレンタル【4669】,431,,
非鉄金属,(株)トーヨーアサノ【5271】,234,1296,756
卸売業,ハリマ共和物産(株)【7444】,1591,1609,1801
情報・通信,(株)システムサポート【4396】,754,529,402
サービス業,(株)タツミ【7268】,-280,18,174
ゴム製品,(株)秋川牧園【1380】,94,98,91
卸売業,北日本紡績(株)【3409】,,,
サービス業,(株)日本色材工業研究所【4920】,449,932,646
小売業,デジタルアーツ(株)【2326】,2328,2629,1902
パルプ・紙,手間いらず(株)【2477】,,,
金属製品,ジェイリース(株)【7187】,155,-101,19
情報・通信,(株)シルバーライフ【9262】,,,
卸売業,(株)共和コーポレーション【6570】,,,526
情報・通信,(株)クシム【2345】,-4,,
小売業,(株)バルクホールディングス【2467】,-567,-380,15
機械,日本ルツボ(株)【5355】,385,557,562
情報・通信,(株)ＹＥ　ＤＩＧＩＴＡＬ【2354】,585,459,443
情報・通信,Ａｂａｌａｎｃｅ(株)【3856】,361,608,926
食料品,玉井商船(株)【9127】,-243,304,-151
情報・通信,日本ドライケミカル(株)【1909】,2974,1702,1109
サービス業,キョーリン製薬ホールディングス(株)【4569】,7503,8972,8822
サービス業,東洋刃物(株)【5964】,164,422,312
小売業,(株)太陽工機【6164】,,,
卸売業,(株)高見沢サイバネティックス【6424】,1240,-619,153
卸売業,ジャパンエレベーターサービスホールディングス(株)【6544】,2717,2034,1351
サービス業,(株)ＡＫＩＢＡホールディングス【6840】,642,429,108
情報・通信,日本駐車場開発(株)【2353】,4157,3533,3067
サービス業,(株)ＤＤホールディングス【3073】,2846,2115,2204
金属製品,(株)ＩＢＪ【6071】,2339,1476,1493
卸売業,ビジネスエンジニアリング(株)【4828】,1573,1208,757
情報・通信,(株)グリーンクロス【7533】,1355,1230,1173
情報・通信,杉田エース(株)【7635】,547,547,880
情報・通信,(株)ハーバー研究所【4925】,1997,3095,2400
倉庫・運輸関連業,(株)ＳＥＲＩＯホールディングス【6567】,136,63,61
医薬品,アクモス(株)【6888】,517,353,213
サービス業,(株)ホロン【7748】,,,
卸売業,(株)ハイマックス【4299】,1012,986,981
化学,ＧＭＯフィナンシャルホールディングス(株)【7177】,9762,11812,7462
情報・通信,(株)光ハイツ・ヴェラス【2137】,,,
サービス業,ＵＴグループ(株)【2146】,8040,8083,5197
サービス業,(株)菱友システムズ【4685】,2582,2301,1642
卸売業,(株)イナリサーチ【2176】,,,196
金属製品,(株)オービス【7827】,,,
小売業,(株)クロスフォー【7810】,61,234,816
その他製品,(株)フェイスネットワーク【3489】,,,
電気機器,(株)中京医薬品【4558】,,,
輸送用機器,あんしん保証(株)【7183】,,,
金属製品,シェアリングテクノロジー(株)【3989】,-432,553,
情報・通信,ダイコク電機(株)【6430】,1431,1527,1192
金属製品,興研(株)【7963】,567,466,725
機械,旭化学工業(株)【7928】,145,95,72
建設業,(株)ミューチュアル【2773】,1233,1005,369
卸売業,ウェルネット(株)【2428】,,,
小売業,ナレッジスイート(株)【3999】,66,48,
サービス業,サンケイ化学(株)【4995】,135,96,87
化学,(株)研創【7939】,,,
サービス業,キクカワエンタープライズ(株)【6346】,,,
不動産業,(株)アールシーコア【7837】,70,-635,445
不動産業,(株)フジタコーポレーション【3370】,,,
情報・通信,(株)リード【6982】,,,
不動産業,(株)シイエム・シイ【2185】,2246,2001,1372
化学,日本エス・エイチ・エル(株)【4327】,,,
パルプ・紙,(株)城南進学研究社【4720】,-679,-385,304
医薬品,(株)大谷工業【5939】,,,
情報・通信,(株)ハリマビステム【9780】,553,383,277
金属製品,(株)エヌアイデイ【2349】,1940,1983,1826
情報・通信,(株)リーガル不動産【3497】,,,
食料品,大和重工(株)【5610】,,,
建設業,ミクロン精密(株)【6159】,1003,964,785
卸売業,(株)オープンドア【3926】,1538,1703,1155
サービス業,(株)デザインワン・ジャパン【6048】,424,,
卸売業,ＪＭＡＣＳ(株)【5817】,70,-154,56
その他製品,クリエイト(株)【3024】,226,310,345
サービス業,(株)クロス・マーケティンググループ【3675】,1267,954,726
小売業,(株)トライステージ【2178】,628,809,1032
小売業,不二ラテックス(株)【5199】,35,610,648
化学,(株)ｃｏｔｔａ【3359】,317,341,291
建設業,(株)東京個別指導学院【4745】,2889,,
情報・通信,北雄ラッキー(株)【2747】,,,
サービス業,昭和パックス(株)【3954】,1361,1522,1393
サービス業,ＳＨＩＮＰＯ(株)【5903】,709,748,736
卸売業,(株)ＯＤＫソリューションズ【3839】,523,571,365
その他製品,東京貴宝(株)【7597】,,,
不動産業,日本テレホン(株)【9425】,,,
金属製品,(株)ハブ【3030】,,,
小売業,極東産機(株)【6233】,,,
不動産業,(株)朝日ネット【3834】,,,
情報・通信,(株)昭和システムエンジニアリング【4752】,,,
電気機器,ジャパンフーズ(株)【2599】,408,766,893
情報・通信,(株)いい生活【3796】,123,13,49
その他製品,(株)ケアネット【2150】,605,469,407
サービス業,(株)鴨川グランドホテル【9695】,,,
サービス業,(株)ジェネレーションパス【3195】,19,192,17
情報・通信,石光商事(株)【2750】,369,573,567
その他製品,ポエック(株)【9264】,207,197,129
卸売業,(株)ブランジスタ【6176】,518,-233,301
サービス業,(株)エイトレッド【3969】,,,
サービス業,ＪＡＣ　Ｒｅｃｒｕｉｔｍｅｎｔ【2124】,6087,5531,5309
金属製品,アマテイ(株)【5952】,48,28,106
卸売業,(株)コメダホールディングス【3543】,7878,7568,7206
サービス業,サイボウズ(株)【4776】,1732,1103,802
サービス業,(株)ベネフィットジャパン【3934】,1124,842,761
情報・通信,エコモット(株)【3987】,,,
その他製品,兵機海運(株)【9362】,272,446,341
繊維製品,(株)ジーンテクノサイエンス【4584】,-1161,,
サービス業,(株)マネジメントソリューションズ【7033】,449,324,196
サービス業,愛光電気(株)【9909】,,,
機械,川口化学工業(株)【4361】,190,243,265
輸送用機器,(株)サーバーワークス【4434】,,,
サービス業,(株)ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ【6555】,320,563,553
サービス業,(株)エスクリ【2196】,1546,2191,1950
パルプ・紙,(株)カワニシホールディングス【2689】,927,1301,1230
情報・通信,ＴＯＮＥ(株)【5967】,906,981,1127
陸運業,(株)ヒガシマル【2058】,-210,294,365
情報・通信,(株)バッファロー【3352】,439,,
卸売業,(株)光・彩【7878】,,,
卸売業,(株)ＯＳＧコーポレーション【6757】,742,305,-279
情報・通信,エイケン工業(株)【7265】,,,
サービス業,ネポン(株)【7985】,253,136,229
小売業,応用技術(株)【4356】,,,
ゴム製品,那須電機鉄工(株)【5922】,2012,829,632
情報・通信,(株)ヤマダコーポレーション【6392】,1299,1776,1474
その他製品,(株)オーテック【1736】,2297,1755,1644
建設業,(株)グリムス【3150】,2106,1400,1018
食料品,ユナイテッド＆コレクティブ(株)【3557】,,,
建設業,ソウルドアウト(株)【6553】,723,943,790
サービス業,昭和化学工業(株)【4990】,412,490,559
サービス業,バーチャレクス・ホールディングス(株)【6193】,-192,75,47
小売業,アズマハウス(株)【3293】,1277,1498,1425
卸売業,プロパティエージェント(株)【3464】,,,
情報・通信,(株)ヴィンクス【3784】,1669,916,1261
情報・通信,(株)ツクルバ【2978】,,,
陸運業,メック(株)【4971】,1637,2222,1993
情報・通信,ハビックス(株)【3895】,943,684,1143
小売業,セルソース(株)【4880】,,,
サービス業,(株)ＩＤホールディングス【4709】,2073,1667,1254
小売業,(株)共和工業所【5971】,409,1177,1093
サービス業,(株)エヌジェイホールディングス【9421】,205,308,664
卸売業,石垣食品(株)【2901】,-144,-230,-34
サービス業,(株)協和日成【1981】,,,
食料品,(株)バイク王＆カンパニー【3377】,,,
情報・通信,(株)三機サービス【6044】,406,652,777
サービス業,(株)ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ【7685】,,,
陸運業,(株)グラファイトデザイン【7847】,,,
情報・通信,(株)翻訳センター【2483】,813,900,802
情報・通信,(株)サンワカンパニー【3187】,,,
サービス業,(株)ＷＤＩ【3068】,406,1687,1339
情報・通信,(株)ニイタカ【4465】,1617,1161,1084
その他製品,常磐開発(株)【1782】,1540,1706,2212
卸売業,(株)ヴィッツ【4440】,251,221,204
小売業,(株)ソラスト【6197】,5465,5030,4188
卸売業,(株)ＭＳ−Ｊａｐａｎ【6539】,,,
サービス業,ダイコー通産(株)【7673】,,,
情報・通信,(株)プラッツ【7813】,559,236,132
機械,(株)パルマ【3461】,,,
小売業,天龍製鋸(株)【5945】,1635,1615,1638
サービス業,(株)フライングガーデン【3317】,,,
不動産業,(株)誠建設工業【8995】,77,169,294
ゴム製品,(株)ＳＫＩＹＡＫＩ【3995】,99,229,242
サービス業,(株)エイアンドティー【6722】,,,
サービス業,(株)ブレインパッド【3655】,1061,1184,584
情報・通信,アビックス(株)【7836】,-121,13,19
建設業,(株)エラン【6099】,1492,1278,912
サービス業,(株)レアジョブ【6096】,446,178,130
サービス業,ネットイヤーグループ(株)【3622】,-77,21,-51
情報・通信,(株)重松製作所【7980】,,,
繊維製品,西川計測(株)【7500】,,,
情報・通信,(株)Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ【7084】,-323,-132,
情報・通信,(株)ダイサン【4750】,265,,
卸売業,(株)ケー・エフ・シー【3420】,2983,2237,2610
情報・通信,(株)カワサキ【3045】,349,209,194
金属製品,(株)きんえい【9636】,,,
情報・通信,アトラ(株)【6029】,25,164,
サービス業,(株)テクノスジャパン【3666】,282,782,742
小売業,(株)幸和製作所【7807】,-131,-272,562
情報・通信,(株)マツオカコーポレーション【3611】,2603,3361,3776
情報・通信,(株)ＲＫＢ毎日ホールディングス【9407】,1531,1830,2204
繊維製品,(株)キャリアデザインセンター【2410】,995,1166,1153
情報・通信,(株)アドベンチャー【6030】,790,540,536
ゴム製品,(株)エスティック【6161】,1772,1734,1253
情報・通信,(株)カネミツ【7208】,113,929,1000
非鉄金属,(株)きょくとう【2300】,,,
情報・通信,トレンダーズ(株)【6069】,227,483,
サービス業,大村紙業(株)【3953】,,,
情報・通信,(株)Ｓｕｎ　Ａｓｔｅｒｉｓｋ【4053】,474,301,
機械,東部ネットワーク(株)【9036】,,,
サービス業,(株)フィックスターズ【3687】,1316,1100,835
不動産業,(株)大田花き【7555】,8,20,80
情報・通信,ウイン・パートナーズ(株)【3183】,2649,3261,3144
化学,(株)システムリサーチ【3771】,1723,1291,983
情報・通信,(株)サニーサイドアップグループ【2180】,420,610,355
ガラス・土石製品,(株)ありがとうサービス【3177】,261,,
ガラス・土石製品,相模ゴム工業(株)【5194】,1295,1121,1478
鉄鋼,(株)日本一ソフトウェア【3851】,460,426,658
輸送用機器,粧美堂(株)【7819】,262,226,340
サービス業,明豊ファシリティワークス(株)【1717】,,,
機械,サトウ食品(株)【2923】,953,1179,849
電気機器,(株)ドラフト【5070】,478,380,255
輸送用機器,(株)ＧａｍｅＷｉｔｈ【6552】,408,,
卸売業,ａｎｄ　ｆａｃｔｏｒｙ(株)【7035】,,,
倉庫・運輸関連業,ＳＦＰホールディングス(株)【3198】,2549,2907,3529
サービス業,橋本総業ホールディングス(株)【7570】,2919,2482,2223
小売業,(株)フォーバルテレコム【9445】,1002,888,699
サービス業,スターツ出版(株)【7849】,,,
サービス業,南総通運(株)【9034】,1429,1487,1481
建設業,(株)アルファクス・フード・システム【3814】,,,
電気機器,Ｈａｍｅｅ(株)【3134】,1744,1163,1379
小売業,(株)ブラス【2424】,,,
精密機器,夢みつけ隊(株)【2673】,4,13,39
卸売業,ブリッジインターナショナル(株)【7039】,,,
情報・通信,木徳神糧(株)【2700】,76,802,649
情報・通信,(株)バリューＨＲ【6078】,748,578,436
サービス業,(株)ヨシムラ・フード・ホールディングス【2884】,808,354,494
サービス業,(株)東邦システムサイエンス【4333】,,,
電気機器,ベルトラ(株)【7048】,844,417,89
情報・通信,大和自動車交通(株)【9082】,63,378,561
金属製品,アドソル日進(株)【3837】,,,
情報・通信,(株)Ｅストアー【4304】,478,515,
化学,西菱電機(株)【4341】,367,345,313
金属製品,ＶＡＬＵＥＮＥＸ(株)【4422】,-76,77,-56
情報・通信,(株)シー・エス・ランバー【7808】,1068,388,625
情報・通信,コーア商事ホールディングス(株)【9273】,2329,1210,1274
情報・通信,(株)トレジャー・ファクトリー【3093】,939,905,621
サービス業,(株)Ｎｏ．１【3562】,361,330,278
情報・通信,(株)ＮＪＳ【2325】,2256,2887,1239
サービス業,(株)東名【4439】,608,350,51
情報・通信,(株)プラコー【6347】,,,
小売業,シュッピン(株)【3179】,,,
サービス業,(株)ツナググループ・ホールディングス【6551】,220,231,302
サービス業,(株)センチュリー２１・ジャパン【8898】,,,
サービス業,(株)朝日ラバー【5162】,325,483,561
サービス業,Ｆｒｉｎｇｅ８１(株)【6550】,-478,213,335
サービス業,(株)エル・ティー・エス【6560】,307,270,184
建設業,(株)カヤック【3904】,-535,-391,675
建設業,(株)ヴィス【5071】,,,
サービス業,(株)ピーエイ【4766】,-52,-7,-38
化学,幼児活動研究会(株)【2152】,,,
情報・通信,(株)アイドママーケティングコミュニケーション【9466】,738,940,
小売業,(株)ワールド【3612】,12314,14827,13225
不動産業,(株)シンクロ・フード【3963】,557,687,595
医薬品,Ｋｕｄａｎ(株)【4425】,9,123,-3
サービス業,(株)テンポスホールディングス【2751】,1722,1953,2007
精密機器,(株)ｓＭｅｄｉｏ【3913】,-61,-107,-60
化学,中央ビルト工業(株)【1971】,,,
卸売業,(株)プロシップ【3763】,1470,1534,1441
建設業,共同ピーアール(株)【2436】,501,444,264
不動産業,(株)東京一番フーズ【3067】,177,125,103
情報・通信,エンカレッジ・テクノロジ(株)【3682】,162,564,408
建設業,セグエグループ(株)【3968】,548,484,382
情報・通信,(株)ゴルフ・ドゥ【3032】,51,-24,51
情報・通信,倉庫精練(株)【3578】,-245,-308,-200
サービス業,パイプドＨＤ(株)【3919】,1390,394,750
食料品,櫻護謨(株)【5189】,1138,725,803
サービス業,(株)ソケッツ【3634】,,,
情報・通信,(株)アサカ理研【5724】,157,337,208
情報・通信,(株)中央製作所【6846】,10,241,106
水産・農林業,(株)システム情報【3677】,1363,989,772
情報・通信,(株)タウンニュース社【2481】,,,
小売業,アンドール(株)【4640】,,318,267
サービス業,(株)小島鐵工所【6112】,,,
小売業,ｎｍｓホールディングス(株)【2162】,920,548,1292
情報・通信,(株)ＭＩＥコーポレーション【3442】,241,270,266
サービス業,(株)グローバル・リンク・マネジメント【3486】,1564,1209,1108
情報・通信,(株)ＳＩＧ【4386】,,,
サービス業,川上塗料(株)【4616】,206,243,316
情報・通信,図研エルミック(株)【4770】,,,
機械,(株)イトーヨーギョー【5287】,,,
その他製品,理研コランダム(株)【5395】,-89,61,36
サービス業,(株)川金ホールディングス【5614】,2145,2748,3061
情報・通信,(株)ニッキ【6042】,639,782,895
小売業,こころネット(株)【6060】,582,510,796
情報・通信,不二精機(株)【6400】,387,418,323
サービス業,(株)Ｃ＆Ｇシステムズ【6633】,309,230,328
サービス業,田中精密工業(株)【7218】,-320,1440,1884
サービス業,(株)栄電子【7567】,84,124,177
小売業,東京汽船(株)【9193】,170,883,641
情報・通信,(株)エム・エイチ・グループ【9439】,-66,68,41
電気機器,(株)ワットマン【9927】,310,,
精密機器,(株)アルテ　サロン　ホールディングス【2406】,513,502,522
サービス業,共栄セキュリティーサービス(株)【7058】,445,403,305
小売業,(株)キャンディル【1446】,465,403,334
サービス業,(株)ニューテック【6734】,359,209,214
情報・通信,(株)エー・ピーカンパニー【3175】,45,-298,330
卸売業,大研医器(株)【7775】,,,
その他製品,ヤマシタヘルスケアホールディングス(株)【9265】,560,522,373
サービス業,ビープラッツ(株)【4381】,-174,,
サービス業,(株)クエスト【2332】,,,
小売業,(株)アスカネット【2438】,,,
サービス業,地盤ネットホールディングス(株)【6072】,38,35,79
卸売業,ヴィスコ・テクノロジーズ(株)【6698】,463,543,464
情報・通信,(株)セキュアヴェイル【3042】,77,43,11
卸売業,特殊電極(株)【3437】,880,734,588
サービス業,(株)システム　ディ【3804】,535,391,350
サービス業,(株)シーボン【4926】,-318,251,
不動産業,(株)ダイケン【5900】,,,
情報・通信,(株)ＣＲＩ・ミドルウェア【3698】,368,401,118
サービス業,(株)バンク・オブ・イノベーション【4393】,,,
サービス業,(株)モバイルファクトリー【3912】,1109,849,736
不動産業,(株)キタック【4707】,,,
サービス業,(株)ファイバーゲート【9450】,1234,936,560
水産・農林業,日本和装ホールディングス(株)【2499】,626,683,498
情報・通信,(株)セック【3741】,,,
小売業,夢展望(株)【3185】,-71,-179,583
建設業,(株)エイジス【4659】,4277,3778,3258
卸売業,アミタホールディングス(株)【2195】,236,136,80
サービス業,(株)ツカダ・グローバルホールディング【2418】,6383,5249,4268
不動産業,(株)レイ【4317】,1035,896,576
サービス業,クックビズ(株)【6558】,,,
卸売業,第一カッター興業(株)【1716】,2296,1760,2187
情報・通信,日本電技(株)【1723】,,,
情報・通信,(株)プラップジャパン【2449】,689,904,819
情報・通信,(株)ニックス【4243】,260,365,347
ガラス・土石製品,(株)ＺＵＵ【4387】,-106,182,71
輸送用機器,大石産業(株)【3943】,997,759,1079
建設業,(株)オーエムツーネットワーク【7614】,1066,1324,1397
サービス業,日本管理センター(株)【3276】,2202,2855,2454
小売業,(株)ミズホメディー【4595】,,,
その他製品,(株)旅工房【6548】,138,333,64
情報・通信,ＩＭＶ(株)【7760】,730,858,1158
小売業,ＯＡＴアグリオ(株)【4979】,1077,1762,1882
サービス業,(株)エスケイジャパン【7608】,609,787,328
不動産業,福島印刷(株)【7870】,,,
サービス業,(株)ＫＨＣ【1451】,670,812,870
情報・通信,(株)ランディックス【2981】,1002,860,696
金属製品,(株)ランドコンピュータ【3924】,,,
情報・通信,太洋基礎工業(株)【1758】,,,
小売業,クルーズ(株)【2138】,-97,-1002,725
サービス業,(株)データホライゾン【3628】,262,36,289
不動産業,(株)アルバイトタイムス【2341】,190,554,527
小売業,イフジ産業(株)【2924】,928,806,693
情報・通信,(株)グッドパッチ【7351】,75,-14,
卸売業,シリコンスタジオ(株)【3907】,45,-771,-1251
サービス業,デジタル・インフォメーション・テクノロジー(株)【3916】,1352,1095,787
機械,(株)アクシーズ【1381】,2736,2431,2991
サービス業,(株)メディア工房【3815】,36,72,-31
その他製品,ミアヘルサ(株)【7688】,,,
情報・通信,(株)ＣＤＧ【2487】,363,285,636
卸売業,ヒラキ(株)【3059】,436,813,1053
機械,(株)ヒト・コミュニケーションズ・ホールディングス【4433】,2991,,
サービス業,(株)テノ．ホールディングス【7037】,485,340,140
その他製品,ＡＩ　ＣＲＯＳＳ(株)【4476】,,,
サービス業,(株)フィードフォース【7068】,415,,
サービス業,(株)オプティム【3694】,256,,
卸売業,日進工具(株)【6157】,2219,2879,2695
小売業,(株)壽屋【7809】,,,
サービス業,アーキテクツ・スタジオ・ジャパン(株)【6085】,,,
建設業,(株)コア【2359】,1800,1616,1304
不動産業,(株)ワッツ【2735】,716,975,1209
サービス業,アイビーシー(株)【3920】,244,,
サービス業,(株)レントラックス【6045】,179,515,418
情報・通信,弁護士ドットコム(株)【6027】,,,
化学,リファインバース(株)【6531】,-178,-255,11
情報・通信,(株)和心【9271】,,,
サービス業,日本コンピュータ・ダイナミクス(株)【4783】,936,1045,783
不動産業,(株)ピースリー【6696】,-103,-144,251
サービス業,(株)平山ホールディングス【7781】,380,202,214
情報・通信,ＣＲＧホールディングス(株)【7041】,455,569,273
情報・通信,(株)グッドスピード【7676】,,,
その他製品,(株)プラネット【2391】,,,
小売業,日本テクノ・ラボ(株)【3849】,,,
小売業,(株)エクスモーション【4394】,,,
情報・通信,ビジネス・ワンホールディングス(株)【4827】,756,704,628
小売業,(株)星医療酸器【7634】,1037,1299,1249
不動産業,(株)平賀【7863】,,,
サービス業,ハイアス・アンド・カンパニー(株)【6192】,193,416,358
情報・通信,(株)シダー【2435】,549,494,535
情報・通信,(株)パシフィックネット【3021】,413,310,238
サービス業,ＭＲＴ(株)【6034】,198,52,64
情報・通信,(株)オプティマスグループ【9268】,1319,1316,1210
パルプ・紙,(株)データ・アプリケーション【3848】,365,664,622
化学,日本出版貿易(株)【8072】,152,101,86
サービス業,(株)エスユーエス【6554】,494,551,411
小売業,(株)シーティーエス【4345】,1852,1590,1508
サービス業,ハウスコム(株)【3275】,1017,,
小売業,ソフトマックス(株)【3671】,,,
情報・通信,(株)ピアズ【7066】,,,
情報・通信,(株)リグア【7090】,224,65,161
建設業,トラストホールディングス(株)【3286】,291,522,709
情報・通信,(株)エスクロー・エージェント・ジャパン【6093】,434,385,708
情報・通信,(株)ホーブ【1382】,24,46,-63
小売業,(株)ＰＲ　ＴＩＭＥＳ【3922】,560,518,375
サービス業,(株)バルニバービ【3418】,508,425,605
サービス業,ベステラ(株)【1433】,93,497,
情報・通信,(株)クワザワ【8104】,1181,924,905
サービス業,(株)ＤＮＡチップ研究所【2397】,,,
情報・通信,(株)アズーム【3496】,,,
卸売業,(株)エクストリーム【6033】,1379,945,295
情報・通信,タビオ(株)【2668】,249,606,470
サービス業,(株)パピレス【3641】,1532,1970,1278
小売業,(株)ニーズウェル【3992】,,,
サービス業,日本乾溜工業(株)【1771】,880,658,585
卸売業,(株)ユークス【4334】,-527,272,57
情報・通信,新東(株)【5380】,,,
サービス業,(株)デイトナ【7228】,687,594,367
情報・通信,シンクレイヤ(株)【1724】,760,369,452
サービス業,(株)サイバー・バズ【7069】,433,233,141
