industry,name,d2018,d2017,d2016
サービス業,(株)トライアイズ【4840】,250,-26,-109
電気機器,日本精線(株)【5659】,1926,3554,4004
電気機器,シャープ(株)【6753】,52773,84140,90125
不動産業,(株)内田洋行【8057】,3813,2940,3041
食料品,(株)コスモスイニシア【8844】,6010,5380,4869
機械,ＧＭＯインターネット(株)【9449】,25279,21787,17642
精密機器,(株)メイテック【9744】,12926,12635,11458
小売業,東洋電機製造(株)【6505】,1068,557,366
サービス業,(株)ドウシシャ【7483】,5995,5561,7769
卸売業,(株)ドリームインキュベータ【4310】,12,124,1854
繊維製品,ｓａｎｔｅｃ(株)【6777】,936,781,665
電気機器,キヤノン電子(株)【7739】,8081,9499,9605
小売業,(株)ランドビジネス【8944】,,,
輸送用機器,(株)ユニカフェ【2597】,85,,
機械,日本ピラー工業(株)【6490】,3683,5126,5161
不動産業,(株)ジャパン・ティッシュ・エンジニアリング【7774】,,,
化学,(株)ヴィア・ホールディングス【7918】,-479,-685,94
電気機器,ぴあ(株)【4337】,1104,1377,1225
化学,伊藤忠食品(株)【2692】,4430,4042,4246
情報・通信,ヤマト　インターナショナル(株)【8127】,582,648,756
不動産業,(株)ナカヨ【6715】,357,738,862
金属製品,アルビス(株)【7475】,1089,2622,2817
卸売業,三菱ロジスネクスト(株)【7105】,8437,13156,9280
建設業,(株)岡本工作機械製作所【6125】,2589,3929,2017
その他製品,フジ住宅(株)【8860】,5002,6636,6438
機械,(株)コーセー【4922】,40231,52408,48408
化学,(株)メガチップス【6875】,972,573,2709
ガラス・土石製品,ステラ　ケミファ(株)【4109】,2407,3523,2369
電気機器,ＫＬａｂ(株)【3656】,1673,4995,4891
輸送用機器,(株)タカラレーベン【8897】,11901,10046,12597
小売業,サンコール(株)【5985】,1375,3384,2415
食料品,三谷産業(株)【8285】,2534,2335,2403
陸運業,東建コーポレーション(株)【1766】,12819,15606,19674
電気機器,フジコピアン(株)【7957】,429,650,358
卸売業,ＴＰＲ(株)【6463】,13923,18309,20775
医薬品,日本特殊塗料(株)【4619】,2827,2973,3286
情報・通信,(株)フジミインコーポレーテッド【5384】,6007,5310,4872
情報・通信,(株)エノモト【6928】,1358,1131,1674
その他製品,(株)モリタホールディングス【6455】,8855,9483,8483
輸送用機器,(株)ピーシーデポコーポレーション【7618】,2941,2579,2981
食料品,中部飼料(株)【2053】,6020,5021,5805
繊維製品,(株)サカイ引越センター【9039】,11184,11059,10431
電気機器,ユー・エム・シー・エレクトロニクス(株)【6615】,-5188,-769,1942
医薬品,国際紙パルプ商事(株)【9274】,1850,2280,2362
金属製品,東和薬品(株)【4553】,16143,15968,11643
繊維製品,ＪＢＣＣホールディングス(株)【9889】,3461,2631,2060
機械,ＧＭＯペイメントゲートウェイ(株)【3769】,8301,6550,5015
機械,ヨネックス(株)【7906】,2421,2482,2925
機械,テイ・エス　テック(株)【7313】,26326,38793,47346
食料品,シノブフーズ(株)【2903】,1258,1084,1032
電気機器,小松マテーレ(株)【3580】,1612,2165,2151
サービス業,日本アンテナ(株)【6930】,784,1135,144
輸送用機器,カルナバイオサイエンス(株)【4572】,977,-1144,-699
化学,(株)ジーテクト【5970】,8677,16813,14272
情報・通信,サカイオーベックス(株)【3408】,2123,2024,2150
医薬品,(株)丸山製作所【6316】,434,1120,973
小売業,桂川電機(株)【6416】,-863,-615,-620
化学,エンシュウ(株)【6218】,2120,2599,928
サービス業,キーコーヒー(株)【2594】,531,495,319
電気機器,フクダ電子(株)【6960】,13283,12645,12334
化学,東洋テック(株)【9686】,1079,1029,959
輸送用機器,(株)ＴＢＫ【7277】,1261,1507,1897
情報・通信,コニシ(株)【4956】,7115,7031,7238
情報・通信,(株)ストリームメディアコーポレーション【4772】,,,
その他製品,(株)キャンバス【4575】,,,
小売業,(株)大塚家具【8186】,,,
その他製品,日本パーカライジング(株)【4095】,12601,17023,17984
医薬品,東京テアトル(株)【9633】,173,463,25
建設業,アオイ電子(株)【6832】,3178,3289,5649
金属製品,クミアイ化学工業(株)【4996】,7639,5582,3764
精密機器,日鍛バルブ(株)【6493】,1337,2561,2484
医薬品,日本通信(株)【9424】,-670,-502,-1093
機械,フリービット(株)【3843】,2587,2981,1851
電気機器,共同印刷(株)【7914】,1569,1027,1726
卸売業,(株)コックス【9876】,-595,-1349,-414
小売業,三菱鉛筆(株)【7976】,7202,8925,11849
サービス業,(株)医学生物学研究所【4557】,1334,488,120
その他製品,ダイダン(株)【1980】,9063,7661,7385
卸売業,立川ブラインド工業(株)【7989】,4379,3675,3643
情報・通信,(株)松風【7979】,2210,1814,1497
卸売業,日水製薬(株)【4550】,1144,1312,1427
精密機器,(株)東京機械製作所【6335】,-1163,386,186
サービス業,ＥＩＺＯ(株)【6737】,6441,5370,8554
卸売業,ニチモウ(株)【8091】,1910,2424,1374
金属製品,ワタミ(株)【7522】,92,1062,656
不動産業,(株)ＫｅｙＨｏｌｄｅｒ【4712】,85,-400,228
卸売業,(株)ニッピ【7932】,1856,831,2006
電気機器,ジェコス(株)【9991】,6316,6009,5847
電気機器,エイベックス(株)【7860】,4033,7089,6939
サービス業,(株)レスターホールディングス【3156】,6637,4508,4384
化学,長野計器(株)【7715】,2306,2932,3401
建設業,(株)ビーネックスグループ【2154】,4666,5719,4297
証券業,(株)Ｎｕｔｓ【7612】,-936,-795,
建設業,(株)エイチワン【5989】,3594,5648,8587
卸売業,ＪＡＬＣＯホールディングス(株)【6625】,1069,643,165
建設業,萩原電気ホールディングス(株)【7467】,4173,4319,3631
医薬品,(株)キョウデン【6881】,2188,3972,3040
繊維製品,(株)ミマキエンジニアリング【6638】,1353,3008,2729
卸売業,ホウライ(株)【9679】,,,
食料品,扶桑化学工業(株)【4368】,8830,9283,10537
小売業,(株)イチケン【1847】,,,
電気機器,アジア開発キャピタル(株)【9318】,-522,-843,-484
不動産業,大末建設(株)【1814】,2763,3899,2601
証券業,アップルインターナショナル(株)【2788】,164,493,325
情報・通信,タマホーム(株)【1419】,9873,7366,4653
石油・石炭製品,日本ケミファ(株)【4539】,364,1464,1848
卸売業,東海染工(株)【3577】,617,752,902
不動産業,小野建(株)【7414】,6360,6632,6980
小売業,Ｓ　ＦＯＯＤＳ(株)【2292】,10703,10973,10959
陸運業,ＶＴホールディングス(株)【7593】,5277,6936,6780
建設業,(株)チノー【6850】,1026,1718,1303
化学,(株)プレサンスコーポレーション【3254】,32609,27118,20362
その他製品,Ｏａｋ　キャピタル(株)【3113】,-1660,-906,1549
電気機器,(株)ＪＴＯＷＥＲ【4485】,69,-169,-474
小売業,ユシロ化学工業(株)【5013】,2213,2076,2502
その他製品,太平洋興発(株)【8835】,689,926,989
情報・通信,(株)オープンハウス【3288】,57781,47304,37617
サービス業,(株)ジュンテンドー【9835】,,,
小売業,(株)ヤマナカ【8190】,694,752,112
鉱業,新潟交通(株)【9017】,1391,1954,2162
サービス業,(株)ピーエス三菱【1871】,4881,8747,5440
輸送用機器,片倉コープアグリ(株)【4031】,1409,1213,1225
小売業,パラマウントベッドホールディングス(株)【7817】,9906,10580,10661
卸売業,(株)ワコム【6727】,5566,4151,3526
卸売業,(株)ヤオコー【8279】,19882,17900,16969
機械,グローブライド(株)【7990】,3613,3818,3768
卸売業,日本ＢＳ放送(株)【9414】,1693,2427,
化学,グリーンランドリゾート(株)【9656】,684,564,444
医薬品,(株)コスモス薬品【3349】,29094,24775,22749
保険業,日鉄鉱業(株)【1515】,7576,7479,8741
機械,ワタベウェディング(株)【4696】,1159,577,768
電気機器,旭精機工業(株)【6111】,,,
機械,(株)エフ・シー・シー【7296】,7896,15843,14052
情報・通信,(株)トリドールホールディングス【3397】,4367,2302,7635
卸売業,(株)東陽テクニカ【8151】,1861,1427,1278
情報・通信,(株)ＩＤＯＭ【7599】,9091,3400,6779
サービス業,(株)日阪製作所【6247】,2274,2040,1607
小売業,(株)フォーバル【8275】,3229,3221,2854
倉庫・運輸関連業,タイガースポリマー(株)【4231】,1301,2303,2668
金属製品,ナノキャリア(株)【4571】,,,
電気機器,アイペット損害保険(株)【7323】,,,
繊維製品,油研工業(株)【6393】,1210,2134,2188
食料品,(株)エスケーエレクトロニクス【6677】,6028,4395,1779
電気機器,旭ダイヤモンド工業(株)【6140】,294,2563,4640
小売業,(株)ユーザベース【3966】,-1236,830,545
小売業,(株)コンセック【9895】,212,82,70
医薬品,(株)リミックスポイント【3825】,-1198,-1710,3411
機械,(株)Ｇｕｎｏｓｙ【6047】,859,2302,1938
サービス業,(株)アトム【7412】,1102,1599,2338
情報・通信,(株)キユーソー流通システム【9369】,4133,4698,4892
卸売業,ダイニチ工業(株)【5951】,,,
電気機器,(株)ＴＢグループ【6775】,-158,-242,-151
建設業,愛知電機(株)【6623】,2801,4235,5135
化学,(株)東京ソワール【8040】,,,
その他金融業,(株)プレミアムウォーターホールディングス【2588】,1859,715,-1179
建設業,ジオマテック(株)【6907】,-1206,-501,96
建設業,(株)はせがわ【8230】,-957,,
パルプ・紙,(株)ハークスレイ【7561】,944,878,627
陸運業,(株)リボミック【4591】,,,
電気機器,小池酸素工業(株)【6137】,770,965,1338
小売業,(株)丹青社【9743】,5677,5025,4587
サービス業,日本アジアグループ(株)【3751】,2456,1733,3153
機械,明和産業(株)【8103】,1483,2636,2003
機械,象印マホービン(株)【7965】,5444,6253,7823
機械,(株)アジアゲートホールディングス【1783】,-134,642,71
小売業,三光合成(株)【7888】,694,2253,2844
サービス業,(株)ウェッジホールディングス【2388】,598,1832,3233
卸売業,松井建設(株)【1810】,3487,4790,5079
繊維製品,太平電業(株)【1968】,9450,3491,3563
鉄鋼,ダイナパック(株)【3947】,353,-473,304
小売業,(株)福岡中央銀行【8540】,,,
医薬品,(株)Ｃ＆Ｆロジホールディングス【9099】,4856,4088,3845
陸運業,(株)ヨコオ【6800】,4916,3028,3135
小売業,(株)はるやまホールディングス【7416】,376,1829,2413
ガラス・土石製品,(株)進学会ホールディングス【9760】,-1286,-836,-192
サービス業,(株)キトー【6409】,5474,6413,4698
電気機器,マミヤ・オーピー(株)【7991】,439,769,186
建設業,三菱化工機(株)【6331】,2222,1097,1018
精密機器,日本調剤(株)【3341】,7593,6733,10587
電気機器,リソルホールディングス(株)【5261】,423,767,2103
機械,(株)アイ・テック【9964】,3900,4123,4036
建設業,(株)トーア紡コーポレーション【3204】,390,371,472
繊維製品,新家工業(株)【7305】,1275,2063,2154
医薬品,(株)サンドラッグ【9989】,36604,35233,36080
化学,ペプチドリーム(株)【4587】,,,
電気機器,ＳＢＳホールディングス(株)【2384】,10176,8240,6229
ゴム製品,(株)ベルク【9974】,10463,9818,9521
卸売業,(株)エーアンドエーマテリアル【5391】,3181,2656,2400
機械,ＥＰＳホールディングス(株)【4282】,6279,7193,7591
医薬品,(株)ピクセラ【6731】,-1322,-1005,19
電気機器,(株)日本ハウスホールディングス【1873】,4065,2121,4227
電気機器,(株)セルシード【7776】,-780,140,-1024
不動産業,(株)ＭＣＪ【6670】,13706,9688,8504
その他金融業,日精エー・エス・ビー機械(株)【6284】,4304,5120,6104
情報・通信,(株)朝日工業社【1975】,3661,3307,3833
卸売業,(株)デサント【8114】,379,7935,9596
小売業,生化学工業(株)【4548】,1960,977,1421
証券業,新日本製薬(株)【4931】,,,
食料品,双信電機(株)【6938】,-438,200,508
不動産業,藤倉コンポジット(株)【5121】,891,917,2169
卸売業,高島(株)【8007】,1713,1682,1638
小売業,ＮＣホールディングス(株)【6236】,803,703,737
サービス業,富士製薬工業(株)【4554】,4173,4391,4314
情報・通信,ホーチキ(株)【6745】,5234,4873,4911
情報・通信,(株)サンコー【6964】,544,569,662
サービス業,(株)カチタス【8919】,10121,9104,7374
化学,ＮＥＣキャピタルソリューション(株)【8793】,8292,8929,12674
小売業,ＮＣＳ＆Ａ(株)【9709】,896,688,81
建設業,ソーダニッカ(株)【8158】,1030,1376,1255
輸送用機器,(株)ジーフット【2686】,-2000,351,
精密機器,丸八証券(株)【8700】,,,
情報・通信,モロゾフ(株)【2217】,,,
輸送用機器,(株)ＡＶＡＮＴＩＡ【8904】,1493,1862,1707
サービス業,サンワテクノス(株)【8137】,1846,3410,4135
食料品,(株)サンエー【2659】,10622,14094,15050
電気機器,(株)アイロムグループ【2372】,1207,1219,1044
その他製品,(株)マルイチ産商【8228】,1880,1773,2109
建設業,(株)アイスタイル【3660】,-2325,476,2125
その他製品,(株)ＣＡＣ　Ｈｏｌｄｉｎｇｓ【4725】,1314,1426,698
電気機器,(株)東京會舘【9701】,,,
建設業,フマキラー(株)【4998】,1785,1136,2527
小売業,(株)天満屋ストア【9846】,1903,2193,2524
機械,(株)錢高組【1811】,5951,5869,7048
卸売業,日信工業(株)【7230】,14263,16301,13162
卸売業,プレシジョン・システム・サイエンス(株)【7707】,163,-385,-440
卸売業,ソースネクスト(株)【4344】,474,859,1237
食料品,八千代工業(株)【7298】,992,701,9369
倉庫・運輸関連業,(株)極楽湯ホールディングス【2340】,-348,270,486
化学,佐藤食品工業(株)【2814】,,,
卸売業,ローランド　ディー．ジー．(株)【6789】,2794,4250,3853
化学,(株)アートネイチャー【7823】,2919,3227,2579
繊維製品,新日本建設(株)【1879】,14501,14665,13691
電気機器,セーラー万年筆(株)【7992】,-21,-71,16
倉庫・運輸関連業,星和電機(株)【6748】,1289,1,760
小売業,(株)高田工業所【1966】,2302,2142,1226
卸売業,(株)すかいらーくホールディングス【3197】,20562,22857,28103
陸運業,(株)竹内製作所【6432】,12649,15411,14133
不動産業,丸藤シートパイル(株)【8046】,1433,1298,1174
